State,Year,Fuel,Value
Utah,1999,Residential,3.2
Utah,2000,Residential,3.3
Utah,2001,Residential,3.3
Utah,2002,Residential,3.5
Utah,2003,Residential,3.2
Utah,2004,Residential,3.6
Utah,2005,Residential,3.4
Utah,2006,Residential,3.5
Utah,2007,Residential,3.5
Utah,2008,Residential,3.9
Utah,2009,Residential,3.8
Utah,2010,Residential,3.8
Utah,2011,Residential,4
Utah,2012,Residential,3.4
Utah,2013,Residential,4.1
Utah,2014,Residential,3.6
Utah,2015,Residential,3.4
Vermont,1990,Residential,1.4
Vermont,1991,Residential,1.5
Vermont,1992,Residential,1.6
Vermont,1993,Residential,1.5
Vermont,1994,Residential,1.5
Vermont,1995,Residential,1.4
Vermont,1996,Residential,1.5
Vermont,1997,Residential,1.5
Vermont,1998,Residential,1.4
Vermont,1999,Residential,1.4
Vermont,2000,Residential,1.6
Vermont,2001,Residential,1.6
Vermont,2002,Residential,1.5
Vermont,2003,Residential,1.6
Vermont,2004,Residential,1.8
Vermont,2005,Residential,1.6
Vermont,2006,Residential,1.5
Vermont,2007,Residential,1.5
Vermont,2008,Residential,1.3
Vermont,2009,Residential,1.5
Vermont,2010,Residential,1.3
Vermont,2011,Residential,1.3
Vermont,2012,Residential,1.1
Vermont,2013,Residential,1.3
Vermont,2014,Residential,1.4
Vermont,2015,Residential,1.4
Virginia,1990,Residential,6.4
Virginia,1991,Residential,6.3
Virginia,1992,Residential,6.9
Virginia,1993,Residential,7.1
Virginia,1994,Residential,7
Virginia,1995,Residential,7.1
Virginia,1996,Residential,8
Virginia,1997,Residential,7.7
Virginia,1998,Residential,7
Virginia,1999,Residential,7.2
Virginia,2000,Residential,8.2
Virginia,2001,Residential,7.4
Virginia,2002,Residential,7.2
Virginia,2003,Residential,8.2
Virginia,2004,Residential,8.3
Virginia,2005,Residential,8.4
Virginia,2006,Residential,6.9
Virginia,2007,Residential,7.3
Virginia,2008,Residential,6.9
Virginia,2009,Residential,6.9
Virginia,2010,Residential,7.1
Virginia,2011,Residential,6.3
Virginia,2012,Residential,5.4
Virginia,2013,Residential,6.5
Virginia,2014,Residential,6.9
Virginia,2015,Residential,6.5
Washington,1990,Residential,3.5
Washington,1991,Residential,3.8
Washington,1992,Residential,3.5
Washington,1993,Residential,4.2
Washington,1994,Residential,4.2
Washington,1995,Residential,4.1
Washington,1996,Residential,4.7
Washington,1997,Residential,4.8
Washington,1998,Residential,4.7
Washington,1999,Residential,5.3
Washington,2000,Residential,5.2
Washington,2001,Residential,6
Washington,2002,Residential,5.5
Washington,2003,Residential,4.9
Washington,2004,Residential,4.9
Washington,2005,Residential,5
Washington,2006,Residential,5.1
Washington,2007,Residential,5.2
Washington,2008,Residential,5.6
Washington,2009,Residential,5.6
Washington,2010,Residential,5.1
Washington,2011,Residential,5.6
Washington,2012,Residential,5.1
Washington,2013,Residential,5.3
Washington,2014,Residential,5
Washington,2015,Residential,4.7
West Virginia,1990,Residential,2.4
West Virginia,1991,Residential,2.3
West Virginia,1992,Residential,2.5
West Virginia,1993,Residential,2.5
West Virginia,1994,Residential,2.5
West Virginia,1995,Residential,2.4
West Virginia,1996,Residential,2.7
West Virginia,1997,Residential,2.6
West Virginia,1998,Residential,2.3
West Virginia,1999,Residential,2.4
West Virginia,2000,Residential,2.4
West Virginia,2001,Residential,2.4
West Virginia,2002,Residential,2.2
West Virginia,2003,Residential,2.3
West Virginia,2004,Residential,2.3
West Virginia,2005,Residential,2.1
West Virginia,2006,Residential,2
West Virginia,2007,Residential,1.9
West Virginia,2008,Residential,1.9
West Virginia,2009,Residential,1.8
West Virginia,2010,Residential,1.9
West Virginia,2011,Residential,1.7
West Virginia,2012,Residential,1.5
West Virginia,2013,Residential,1.9
West Virginia,2014,Residential,1.9
West Virginia,2015,Residential,1.8
Wisconsin,1990,Residential,9.4
Wisconsin,1991,Residential,10.1
Wisconsin,1992,Residential,9.9
Wisconsin,1993,Residential,10.6
Wisconsin,1994,Residential,10.1
Wisconsin,1995,Residential,10.3
Wisconsin,1996,Residential,11.5
Wisconsin,1997,Residential,10.4
Wisconsin,1998,Residential,8.9
Wisconsin,1999,Residential,10.1
Wisconsin,2000,Residential,10.2
Wisconsin,2001,Residential,9.8
Wisconsin,2002,Residential,10.5
Wisconsin,2003,Residential,10.6
Wisconsin,2004,Residential,10.2
Wisconsin,2005,Residential,9.9
Wisconsin,2006,Residential,8.9
Wisconsin,2007,Residential,9.4
Wisconsin,2008,Residential,10.1
Wisconsin,2009,Residential,9.3
Wisconsin,2010,Residential,8.6
Wisconsin,2011,Residential,8.8
Wisconsin,2012,Residential,7.6
Wisconsin,2013,Residential,9.8
Wisconsin,2014,Residential,10.3
Wisconsin,2015,Residential,8.8
Wyoming,1990,Residential,0.8
Wyoming,1991,Residential,0.9
Wyoming,1992,Residential,0.8
Wyoming,1993,Residential,0.9
Wyoming,1994,Residential,0.8
Wyoming,1995,Residential,0.9
Wyoming,1996,Residential,0.9
Wyoming,1997,Residential,0.8
Wyoming,1998,Residential,0.8
Wyoming,1999,Residential,0.8
Wyoming,2000,Residential,0.8
Wyoming,2001,Residential,0.8
Wyoming,2002,Residential,0.9
Wyoming,2003,Residential,0.8
Wyoming,2004,Residential,0.8
Wyoming,2005,Residential,0.8
Wyoming,2006,Residential,0.8
Wyoming,2007,Residential,0.9
Wyoming,2008,Residential,1
Wyoming,2009,Residential,0.9
Wyoming,2010,Residential,0.9
Wyoming,2011,Residential,1
Wyoming,2012,Residential,0.8
Wyoming,2013,Residential,0.9
Wyoming,2014,Residential,0.9
Wyoming,2015,Residential,0.8
United States,1990,Residential,338.5
United States,1991,Residential,345.6
United States,1992,Residential,355.3
United States,1993,Residential,371.6
United States,1994,Residential,362.9
United States,1995,Residential,360.1
United States,1996,Residential,388.7
United States,1997,Residential,370.4
United States,1998,Residential,337.9
United States,1999,Residential,358.5
United States,2000,Residential,377.6
United States,2001,Residential,365.5
United States,2002,Residential,366.1
United States,2003,Residential,384.1
United States,2004,Residential,370.4
United States,2005,Residential,363.1
United States,2006,Residential,321.8
United States,2007,Residential,343
United States,2008,Residential,356.1
United States,2009,Residential,337.6
United States,2010,Residential,334.5
United States,2011,Residential,324.5
United States,2012,Residential,285.7
United States,2013,Residential,332.2
United States,2014,Residential,346.7
United States,2015,Residential,320.6
Alabama,1990,Transportation,28
Alabama,1991,Transportation,28.6
Alabama,1992,Transportation,29.3
Alabama,1993,Transportation,29.4
Alabama,1994,Transportation,30.6
Alabama,1995,Transportation,32.1
Alabama,1996,Transportation,31.4
Alabama,1997,Transportation,31.1
Alabama,1998,Transportation,31.6
Alabama,1999,Transportation,32
Alabama,2000,Transportation,33.4
Alabama,2001,Transportation,31.4
Alabama,2002,Transportation,33.4
Alabama,2003,Transportation,32.3
Alabama,2004,Transportation,34.8
Alabama,2005,Transportation,34.7
Alabama,2006,Transportation,35.3
Alabama,2007,Transportation,35.6
Alabama,2008,Transportation,33
Alabama,2009,Transportation,31.9
Alabama,2010,Transportation,32.2
Alabama,2011,Transportation,32.3
Alabama,2012,Transportation,31.8
Alabama,2013,Transportation,31.6
Alabama,2014,Transportation,31.6
Alabama,2015,Transportation,32.8
Alaska,1990,Transportation,12
Alaska,1991,Transportation,11.1
Alaska,1992,Transportation,10.8
Alaska,1993,Transportation,11
Alaska,1994,Transportation,11.2
Alaska,1995,Transportation,12.3
Alaska,1996,Transportation,11.8
Alaska,1997,Transportation,13.3
Alaska,1998,Transportation,13.5
Alaska,1999,Transportation,14.6
Alaska,2000,Transportation,15.5
Alaska,2001,Transportation,14.5
Alaska,2002,Transportation,14.8
Alaska,2003,Transportation,15.5
Alaska,2004,Transportation,18.8
Alaska,2005,Transportation,18.7
Alaska,2006,Transportation,18.8
Alaska,2007,Transportation,17.7
Alaska,2008,Transportation,15.2
Alaska,2009,Transportation,13.4
Alaska,2010,Transportation,14.8
Alaska,2011,Transportation,14.1
Alaska,2012,Transportation,13.2
Alaska,2013,Transportation,12.2
Alaska,2014,Transportation,11.5
Alaska,2015,Transportation,12.1
Arizona,1990,Transportation,22.7
Arizona,1991,Transportation,23.3
Arizona,1992,Transportation,23.6
Arizona,1993,Transportation,24.9
Arizona,1994,Transportation,25.6
Arizona,1995,Transportation,26.1
Arizona,1996,Transportation,27.6
Arizona,1997,Transportation,27.6
Arizona,1998,Transportation,29.8
Arizona,1999,Transportation,31.5
Arizona,2000,Transportation,32.3
Arizona,2001,Transportation,33.3
Arizona,2002,Transportation,34.2
Arizona,2003,Transportation,35.2
Arizona,2004,Transportation,36
Arizona,2005,Transportation,36.7
Arizona,2006,Transportation,37.9
Arizona,2007,Transportation,37.4
Arizona,2008,Transportation,34.4
Arizona,2009,Transportation,32.3
Arizona,2010,Transportation,31.6
Arizona,2011,Transportation,31.3
Arizona,2012,Transportation,30.7
Arizona,2013,Transportation,31.1
Arizona,2014,Transportation,31.3
Arizona,2015,Transportation,31.9
Arkansas,1990,Transportation,16
Arkansas,1991,Transportation,16.2
Arkansas,1992,Transportation,16.1
Arkansas,1993,Transportation,16.8
Arkansas,1994,Transportation,18
Arkansas,1995,Transportation,18.4
Arkansas,1996,Transportation,18.7
Arkansas,1997,Transportation,19.3
Arkansas,1998,Transportation,19.5
Arkansas,1999,Transportation,20.7
Arkansas,2000,Transportation,20.8
Arkansas,2001,Transportation,19.7
Arkansas,2002,Transportation,20.3
Arkansas,2003,Transportation,20.2
Arkansas,2004,Transportation,20.5
Arkansas,2005,Transportation,20.5
Arkansas,2006,Transportation,20.5
Arkansas,2007,Transportation,20.8
Arkansas,2008,Transportation,20.1
Arkansas,2009,Transportation,19.9
Arkansas,2010,Transportation,19.6
Arkansas,2011,Transportation,19.4
Arkansas,2012,Transportation,18.8
Arkansas,2013,Transportation,18.7
Arkansas,2014,Transportation,19
Arkansas,2015,Transportation,18.7
California,1990,Transportation,203.2
California,1991,Transportation,192.5
California,1992,Transportation,192.2
California,1993,Transportation,188.5
California,1994,Transportation,197
California,1995,Transportation,201.2
California,1996,Transportation,204.4
California,1997,Transportation,198.8
California,1998,Transportation,199.6
California,1999,Transportation,204
California,2000,Transportation,215.1
California,2001,Transportation,211
California,2002,Transportation,223.2
California,2003,Transportation,213.2
California,2004,Transportation,222.7
California,2005,Transportation,228.6
California,2006,Transportation,233
California,2007,Transportation,235.6
California,2008,Transportation,219.7
California,2009,Transportation,213.8
California,2010,Transportation,209.3
California,2011,Transportation,202
California,2012,Transportation,197
California,2013,Transportation,197.9
California,2014,Transportation,200.3
California,2015,Transportation,206
Colorado,1990,Transportation,19
Colorado,1991,Transportation,19.2
Colorado,1992,Transportation,19.5
Colorado,1993,Transportation,21.3
Colorado,1994,Transportation,21.6
Colorado,1995,Transportation,22.3
Colorado,1996,Transportation,22.8
Colorado,1997,Transportation,22.6
Colorado,1998,Transportation,23.7
Colorado,1999,Transportation,25.2
Colorado,2000,Transportation,25.5
Colorado,2001,Transportation,26.9
Colorado,2002,Transportation,26.7
Colorado,2003,Transportation,26.3
Colorado,2004,Transportation,29
Colorado,2005,Transportation,29.6
Colorado,2006,Transportation,30.4
Colorado,2007,Transportation,31
Colorado,2008,Transportation,29.5
Colorado,2009,Transportation,28.7
Colorado,2010,Transportation,29
Colorado,2011,Transportation,28
Colorado,2012,Transportation,27.9
Colorado,2013,Transportation,27.5
Colorado,2014,Transportation,28.3
Colorado,2015,Transportation,27.6
Connecticut,1990,Transportation,14.6
Connecticut,1991,Transportation,14.5
Connecticut,1992,Transportation,14.6
Connecticut,1993,Transportation,14.7
Connecticut,1994,Transportation,14.6
Connecticut,1995,Transportation,14.3
Connecticut,1996,Transportation,15.1
Connecticut,1997,Transportation,15.2
Connecticut,1998,Transportation,15.4
Connecticut,1999,Transportation,16.6
Connecticut,2000,Transportation,16.1
Connecticut,2001,Transportation,16.9
Connecticut,2002,Transportation,16.8
Connecticut,2003,Transportation,17.3
Connecticut,2004,Transportation,19.2
Connecticut,2005,Transportation,18.3
Connecticut,2006,Transportation,17.5
Connecticut,2007,Transportation,17.4
Connecticut,2008,Transportation,16.4
Connecticut,2009,Transportation,16
Connecticut,2010,Transportation,15.7
Connecticut,2011,Transportation,15.5
Connecticut,2012,Transportation,15.1
Connecticut,2013,Transportation,15.2
Connecticut,2014,Transportation,15.1
Connecticut,2015,Transportation,15.1
Delaware,1990,Transportation,4.5
Delaware,1991,Transportation,5.1
Delaware,1992,Transportation,4.7
Delaware,1993,Transportation,4.9
Delaware,1994,Transportation,4.6
Delaware,1995,Transportation,4.3
Delaware,1996,Transportation,4.8
Delaware,1997,Transportation,4.7
Delaware,1998,Transportation,4.7
Delaware,1999,Transportation,4.9
Delaware,2000,Transportation,5.1
Delaware,2001,Transportation,4.7
Delaware,2002,Transportation,4.9
Delaware,2003,Transportation,4.8
Delaware,2004,Transportation,4.9
Delaware,2005,Transportation,5.2
Delaware,2006,Transportation,5.2
Delaware,2007,Transportation,5.2
Delaware,2008,Transportation,5
Delaware,2009,Transportation,4.8
Delaware,2010,Transportation,4.3
Delaware,2011,Transportation,4.1
Delaware,2012,Transportation,4.2
Delaware,2013,Transportation,4.1
Delaware,2014,Transportation,4.2
Delaware,2015,Transportation,4.4
District of Columbia,1990,Transportation,1.8
District of Columbia,1991,Transportation,1.8
District of Columbia,1992,Transportation,1.8
District of Columbia,1993,Transportation,1.9
District of Columbia,1994,Transportation,1.8
District of Columbia,1995,Transportation,1.8
District of Columbia,1996,Transportation,1.7
District of Columbia,1997,Transportation,1.8
District of Columbia,1998,Transportation,1.7
District of Columbia,1999,Transportation,1.7
District of Columbia,2000,Transportation,1.8
District of Columbia,2001,Transportation,1.7
District of Columbia,2002,Transportation,1.6
District of Columbia,2003,Transportation,1.6
District of Columbia,2004,Transportation,1.7
District of Columbia,2005,Transportation,1.4
District of Columbia,2006,Transportation,1.2
District of Columbia,2007,Transportation,1.2
District of Columbia,2008,Transportation,1
District of Columbia,2009,Transportation,1.1
District of Columbia,2010,Transportation,1
District of Columbia,2011,Transportation,1.2
District of Columbia,2012,Transportation,1
District of Columbia,2013,Transportation,1
District of Columbia,2014,Transportation,1.1
District of Columbia,2015,Transportation,1.1
Florida,1990,Transportation,81.4
Florida,1991,Transportation,77.1
Florida,1992,Transportation,79.9
Florida,1993,Transportation,78.9
Florida,1994,Transportation,84.4
Florida,1995,Transportation,86.5
Florida,1996,Transportation,87.2
Florida,1997,Transportation,90.4
Florida,1998,Transportation,91.8
Florida,1999,Transportation,94.5
Florida,2000,Transportation,100.3
Florida,2001,Transportation,98.8
Florida,2002,Transportation,101.2
Florida,2003,Transportation,99.6
Florida,2004,Transportation,110.6
Florida,2005,Transportation,113.5
Florida,2006,Transportation,116
Florida,2007,Transportation,114.4
Florida,2008,Transportation,103.7
Florida,2009,Transportation,97.2
Florida,2010,Transportation,104.1
Florida,2011,Transportation,102.3
Florida,2012,Transportation,99.4
Florida,2013,Transportation,100
Florida,2014,Transportation,101
Florida,2015,Transportation,104.1
Georgia,1990,Transportation,48.5
Georgia,1991,Transportation,47.3
Georgia,1992,Transportation,47.8
Georgia,1993,Transportation,53
Georgia,1994,Transportation,53.6
Georgia,1995,Transportation,56.2
Georgia,1996,Transportation,59.4
Georgia,1997,Transportation,57.1
Georgia,1998,Transportation,59.1
Georgia,1999,Transportation,61.1
Georgia,2000,Transportation,61.2
Georgia,2001,Transportation,61.1
Georgia,2002,Transportation,61.3
Georgia,2003,Transportation,63.2
Georgia,2004,Transportation,66
Georgia,2005,Transportation,68.8
Georgia,2006,Transportation,67.9
Georgia,2007,Transportation,66.2
Georgia,2008,Transportation,60.2
Georgia,2009,Transportation,64.1
Georgia,2010,Transportation,65.6
Georgia,2011,Transportation,64
Georgia,2012,Transportation,57.5
Georgia,2013,Transportation,55.9
Georgia,2014,Transportation,53.6
Georgia,2015,Transportation,56.4
Hawaii,1990,Transportation,11.1
Hawaii,1991,Transportation,10.9
Hawaii,1992,Transportation,10.5
Hawaii,1993,Transportation,9.4
Hawaii,1994,Transportation,10.1
Hawaii,1995,Transportation,10
Hawaii,1996,Transportation,8.7
Hawaii,1997,Transportation,8.3
Hawaii,1998,Transportation,8.1
Hawaii,1999,Transportation,8.8
Hawaii,2000,Transportation,9
Hawaii,2001,Transportation,9.5
Hawaii,2002,Transportation,10
Hawaii,2003,Transportation,11.6
Hawaii,2004,Transportation,12.3
Hawaii,2005,Transportation,12.7
Hawaii,2006,Transportation,12.9
Hawaii,2007,Transportation,14
Hawaii,2008,Transportation,9.5
Hawaii,2009,Transportation,9.3
Hawaii,2010,Transportation,9.6
Hawaii,2011,Transportation,10.1
Hawaii,2012,Transportation,10
Hawaii,2013,Transportation,9.9
Hawaii,2014,Transportation,9.9
Hawaii,2015,Transportation,10.1
Idaho,1990,Transportation,6.3
Idaho,1991,Transportation,6.2
Idaho,1992,Transportation,6.3
Idaho,1993,Transportation,7.1
Idaho,1994,Transportation,7.3
Idaho,1995,Transportation,7.8
Idaho,1996,Transportation,7.9
Idaho,1997,Transportation,8.1
Idaho,1998,Transportation,8.3
Idaho,1999,Transportation,8.7
Idaho,2000,Transportation,8.8
Idaho,2001,Transportation,8.6
Idaho,2002,Transportation,8.7
Idaho,2003,Transportation,8.3
Idaho,2004,Transportation,8.6
Idaho,2005,Transportation,8.6
Idaho,2006,Transportation,9.2
Idaho,2007,Transportation,9.5
Idaho,2008,Transportation,8.6
Idaho,2009,Transportation,8.5
Idaho,2010,Transportation,9.2
Idaho,2011,Transportation,8.9
Idaho,2012,Transportation,9
Idaho,2013,Transportation,9.2
Idaho,2014,Transportation,9.3
Idaho,2015,Transportation,10.2
Illinois,1990,Transportation,54
Illinois,1991,Transportation,51.8
Illinois,1992,Transportation,52.6
Illinois,1993,Transportation,55.6
Illinois,1994,Transportation,53.7
Illinois,1995,Transportation,55.3
Illinois,1996,Transportation,57.2
Illinois,1997,Transportation,57.5
Illinois,1998,Transportation,58.7
Illinois,1999,Transportation,64.8
Illinois,2000,Transportation,66.5
Illinois,2001,Transportation,64.3
Illinois,2002,Transportation,62.2
Illinois,2003,Transportation,65.1
Illinois,2004,Transportation,68.7
Illinois,2005,Transportation,76.1
Illinois,2006,Transportation,72.5
Illinois,2007,Transportation,72.4
Illinois,2008,Transportation,68.3
Illinois,2009,Transportation,66.7
Illinois,2010,Transportation,65.7
Illinois,2011,Transportation,65.2
Illinois,2012,Transportation,63.1
Illinois,2013,Transportation,64
Illinois,2014,Transportation,65.3
Illinois,2015,Transportation,71
Indiana,1990,Transportation,40.6
Indiana,1991,Transportation,39.6
Indiana,1992,Transportation,39.1
Indiana,1993,Transportation,41
Indiana,1994,Transportation,42.5
Indiana,1995,Transportation,43.7
Indiana,1996,Transportation,42.9
Indiana,1997,Transportation,42.9
Indiana,1998,Transportation,43.3
Indiana,1999,Transportation,44.2
Indiana,2000,Transportation,46.2
Indiana,2001,Transportation,42.3
Indiana,2002,Transportation,45.6
Indiana,2003,Transportation,47.1
Indiana,2004,Transportation,44.8
Indiana,2005,Transportation,45
Indiana,2006,Transportation,46
Indiana,2007,Transportation,44.8
Indiana,2008,Transportation,41.4
Indiana,2009,Transportation,39.9
Indiana,2010,Transportation,41.9
Indiana,2011,Transportation,41.9
Indiana,2012,Transportation,40.8
Indiana,2013,Transportation,42.6
Indiana,2014,Transportation,43.3
Indiana,2015,Transportation,43.5
Iowa,1990,Transportation,16.2
Iowa,1991,Transportation,15.6
Iowa,1992,Transportation,15.4
Iowa,1993,Transportation,16
Iowa,1994,Transportation,17
Iowa,1995,Transportation,17.7
Iowa,1996,Transportation,18.9
Iowa,1997,Transportation,18.4
Iowa,1998,Transportation,19.1
Iowa,1999,Transportation,18.9
Iowa,2000,Transportation,18.6
Iowa,2001,Transportation,18.5
Iowa,2002,Transportation,19.1
Iowa,2003,Transportation,19.3
Iowa,2004,Transportation,20.3
Iowa,2005,Transportation,21
Iowa,2006,Transportation,21.6
Iowa,2007,Transportation,21.9
Iowa,2008,Transportation,21.1
Iowa,2009,Transportation,20.6
Iowa,2010,Transportation,20.7
Iowa,2011,Transportation,20.8
Iowa,2012,Transportation,19.9
Iowa,2013,Transportation,20.3
Iowa,2014,Transportation,21
Iowa,2015,Transportation,20.3
Kansas,1990,Transportation,19.1
Kansas,1991,Transportation,17.9
Kansas,1992,Transportation,17.6
Kansas,1993,Transportation,17.9
Kansas,1994,Transportation,17
Kansas,1995,Transportation,18.9
Kansas,1996,Transportation,18.7
Kansas,1997,Transportation,18.5
Kansas,1998,Transportation,18.6
Kansas,1999,Transportation,19.7
Kansas,2000,Transportation,18.6
Kansas,2001,Transportation,17.4
Kansas,2002,Transportation,17.7
Kansas,2003,Transportation,19.5
Kansas,2004,Transportation,18.9
Kansas,2005,Transportation,17.7
Kansas,2006,Transportation,18.8
Kansas,2007,Transportation,19.2
Kansas,2008,Transportation,18.7
Kansas,2009,Transportation,19.3
Kansas,2010,Transportation,19.2
Kansas,2011,Transportation,18.6
Kansas,2012,Transportation,18.4
Kansas,2013,Transportation,19.5
Kansas,2014,Transportation,20.6
Kansas,2015,Transportation,18.9
Kentucky,1990,Transportation,26.2
Kentucky,1991,Transportation,26.2
Kentucky,1992,Transportation,27.4
Kentucky,1993,Transportation,28.7
Kentucky,1994,Transportation,28.5
Kentucky,1995,Transportation,29.6
Kentucky,1996,Transportation,27.8
Kentucky,1997,Transportation,30
Kentucky,1998,Transportation,30
Kentucky,1999,Transportation,31.1
Kentucky,2000,Transportation,31.2
Kentucky,2001,Transportation,31.7
Kentucky,2002,Transportation,32.8
Kentucky,2003,Transportation,31.4
Kentucky,2004,Transportation,34.1
Kentucky,2005,Transportation,33.2
Kentucky,2006,Transportation,33.1
Kentucky,2007,Transportation,34.4
Kentucky,2008,Transportation,31.5
Kentucky,2009,Transportation,31.9
Kentucky,2010,Transportation,32.4
Kentucky,2011,Transportation,31.8
Kentucky,2012,Transportation,30.4
Kentucky,2013,Transportation,30
Kentucky,2014,Transportation,30.8
Kentucky,2015,Transportation,31.7
Louisiana,1990,Transportation,49.2
Louisiana,1991,Transportation,51.8
Louisiana,1992,Transportation,52
Louisiana,1993,Transportation,51.8
Louisiana,1994,Transportation,54.3
Louisiana,1995,Transportation,54.3
Louisiana,1996,Transportation,59.4
Louisiana,1997,Transportation,56.7
Louisiana,1998,Transportation,55.5
Louisiana,1999,Transportation,55.3
Louisiana,2000,Transportation,61.2
Louisiana,2001,Transportation,53.3
Louisiana,2002,Transportation,54.6
Louisiana,2003,Transportation,54.3
Louisiana,2004,Transportation,53.3
Louisiana,2005,Transportation,50.8
Louisiana,2006,Transportation,54.8
Louisiana,2007,Transportation,50.5
Louisiana,2008,Transportation,47.5
Louisiana,2009,Transportation,46.7
Louisiana,2010,Transportation,49.3
Louisiana,2011,Transportation,49.3
Louisiana,2012,Transportation,45.3
Louisiana,2013,Transportation,45.5
Louisiana,2014,Transportation,44.3
Louisiana,2015,Transportation,47.6
Maine,1990,Transportation,8.2
Maine,1991,Transportation,7.6
Maine,1992,Transportation,7.4
Maine,1993,Transportation,7.6
Maine,1994,Transportation,7.7
Maine,1995,Transportation,7.3
Maine,1996,Transportation,7.5
Maine,1997,Transportation,7.9
Maine,1998,Transportation,7.7
Maine,1999,Transportation,8
Maine,2000,Transportation,8.6
Maine,2001,Transportation,7.6
Maine,2002,Transportation,8.7
Maine,2003,Transportation,9.3
Maine,2004,Transportation,8.6
Maine,2005,Transportation,9.3
Maine,2006,Transportation,9.3
Maine,2007,Transportation,8.9
Maine,2008,Transportation,8
Maine,2009,Transportation,8.4
Maine,2010,Transportation,8.4
Maine,2011,Transportation,8.3
Maine,2012,Transportation,7.9
Maine,2013,Transportation,8.8
Maine,2014,Transportation,8.8
Maine,2015,Transportation,8.8
Maryland,1990,Transportation,23.6
Maryland,1991,Transportation,24
Maryland,1992,Transportation,24.6
Maryland,1993,Transportation,24.4
Maryland,1994,Transportation,24.4
Maryland,1995,Transportation,24.7
Maryland,1996,Transportation,25.4
Maryland,1997,Transportation,26.1
Maryland,1998,Transportation,26.9
Maryland,1999,Transportation,28.3
Maryland,2000,Transportation,28.5
Maryland,2001,Transportation,28.7
Maryland,2002,Transportation,28.3
Maryland,2003,Transportation,29.3
Maryland,2004,Transportation,31
Maryland,2005,Transportation,31.9
Maryland,2006,Transportation,31.8
Maryland,2007,Transportation,31.2
Maryland,2008,Transportation,30.1
Maryland,2009,Transportation,31
Maryland,2010,Transportation,29.3
Maryland,2011,Transportation,28.3
Maryland,2012,Transportation,28.1
Maryland,2013,Transportation,28.3
Maryland,2014,Transportation,27.7
Maryland,2015,Transportation,28.5
Massachusetts,1990,Transportation,28.8
Massachusetts,1991,Transportation,27.6
Massachusetts,1992,Transportation,27.4
Massachusetts,1993,Transportation,27.7
Massachusetts,1994,Transportation,27.9
Massachusetts,1995,Transportation,28.4
Massachusetts,1996,Transportation,29.7
Massachusetts,1997,Transportation,30.1
Massachusetts,1998,Transportation,30.1
Massachusetts,1999,Transportation,30.8
Massachusetts,2000,Transportation,32
Massachusetts,2001,Transportation,31.5
Massachusetts,2002,Transportation,31.7
Massachusetts,2003,Transportation,31.6
Massachusetts,2004,Transportation,33.3
Massachusetts,2005,Transportation,33.8
Massachusetts,2006,Transportation,32.7
Massachusetts,2007,Transportation,33
Massachusetts,2008,Transportation,32.7
Massachusetts,2009,Transportation,30
Massachusetts,2010,Transportation,29.8
Massachusetts,2011,Transportation,30
Massachusetts,2012,Transportation,29.3
Massachusetts,2013,Transportation,30.4
Massachusetts,2014,Transportation,28.8
Massachusetts,2015,Transportation,29.7
Michigan,1990,Transportation,47.6
Michigan,1991,Transportation,48.3
Michigan,1992,Transportation,48.8
Michigan,1993,Transportation,51.8
Michigan,1994,Transportation,51.8
Michigan,1995,Transportation,53.3
Michigan,1996,Transportation,53.9
Michigan,1997,Transportation,55
Michigan,1998,Transportation,56.3
Michigan,1999,Transportation,58.8
Michigan,2000,Transportation,56.9
Michigan,2001,Transportation,56.3
Michigan,2002,Transportation,57.5
Michigan,2003,Transportation,55.2
Michigan,2004,Transportation,55.9
Michigan,2005,Transportation,55.3
Michigan,2006,Transportation,55.1
Michigan,2007,Transportation,54.4
Michigan,2008,Transportation,50.2
Michigan,2009,Transportation,48.7
Michigan,2010,Transportation,48.6
Michigan,2011,Transportation,47.4
Michigan,2012,Transportation,46.7
Michigan,2013,Transportation,49
Michigan,2014,Transportation,48.4
Michigan,2015,Transportation,49.8
Minnesota,1990,Transportation,23.6
Minnesota,1991,Transportation,24.7
Minnesota,1992,Transportation,26
Minnesota,1993,Transportation,27.5
Minnesota,1994,Transportation,28.4
Minnesota,1995,Transportation,29.5
Minnesota,1996,Transportation,30.4
Minnesota,1997,Transportation,29.9
Minnesota,1998,Transportation,31.4
Minnesota,1999,Transportation,33.5
Minnesota,2000,Transportation,34.7
Minnesota,2001,Transportation,34
Minnesota,2002,Transportation,34.5
Minnesota,2003,Transportation,34.6
Minnesota,2004,Transportation,35.7
Minnesota,2005,Transportation,36.2
Minnesota,2006,Transportation,35.7
Minnesota,2007,Transportation,35.9
Minnesota,2008,Transportation,33.9
Minnesota,2009,Transportation,31.4
Minnesota,2010,Transportation,31.4
Minnesota,2011,Transportation,31.1
Minnesota,2012,Transportation,31.6
Minnesota,2013,Transportation,30.1
Minnesota,2014,Transportation,30.3
Minnesota,2015,Transportation,29.4
Mississippi,1990,Transportation,20.1
Mississippi,1991,Transportation,22
Mississippi,1992,Transportation,22.9
Mississippi,1993,Transportation,23
Mississippi,1994,Transportation,23.1
Mississippi,1995,Transportation,23.3
Mississippi,1996,Transportation,23.4
Mississippi,1997,Transportation,24.2
Mississippi,1998,Transportation,24.5
Mississippi,1999,Transportation,25.8
Mississippi,2000,Transportation,25.1
Mississippi,2001,Transportation,24.3
